;account_id;district_id;frequency;account_date;# transactions;# credit in cash transactions;# credit card withdrawal transactions;# collection from another bank withdrawal transactions;# remittance to another bank withdrawal transactions;# withdrawal in cash transactions;# type = withdrawal transactions;# type = withdrawal in cash transactions;# type = credit transactions;avg transaction amount;avg balance
2037;1452;45;monthly issuance;1995-09-16;64.0;17.0;;;;32.0;32.0;;32.0;9539.28;47678.07
2038;9377;1;monthly issuance;1995-09-17;;;;;;;;;;;
2039;3758;38;monthly issuance;1995-09-19;73.0;23.0;;;11.0;24.0;35.0;;38.0;2958.61;29783.15
2040;138;22;monthly issuance;1995-09-19;16.0;9.0;;;;7.0;7.0;;9.0;2475.0;14975.0
2041;1376;64;monthly issuance;1995-09-20;51.0;1.0;;15.0;11.0;13.0;24.0;;27.0;1924.61;22149.84
2042;3770;23;monthly issuance;1995-09-20;77.0;20.0;;;11.0;31.0;42.0;;35.0;7690.21;40760.88
2043;11271;5;monthly issuance;1995-09-20;;;;;;;;;;;
2044;2353;51;monthly issuance;1995-09-21;83.0;17.0;;;22.0;29.0;51.0;;32.0;5746.51;41435.41
2045;1335;54;monthly issuance;1995-09-21;86.0;19.0;;;21.0;31.0;52.0;;34.0;5415.47;36948.22
2046;2119;74;monthly issuance;1995-09-21;73.0;19.0;;;11.0;28.0;39.0;;34.0;3916.89;25383.8
2047;8;57;monthly issuance;1995-09-21;85.0;17.0;;;21.0;32.0;53.0;;32.0;7631.59;49640.44
2048;1704;70;monthly issuance;1995-09-22;71.0;1.0;;15.0;11.0;31.0;42.0;;29.0;2703.93;19270.47
2049;1660;1;monthly issuance;1995-09-22;58.0;13.0;;;;29.0;23.0;6.0;29.0;7768.52;26615.56
2050;5429;71;monthly issuance;1995-09-22;65.0;18.0;;;;32.0;32.0;;33.0;4651.79;20305.85
2051;3440;22;monthly issuance;1995-09-22;105.0;17.0;;;41.0;32.0;73.0;;32.0;5323.94;37288.06
2052;2148;1;monthly issuance;1995-09-22;78.0;3.0;;15.0;20.0;25.0;45.0;;33.0;1559.89;18805.16
2053;676;39;monthly issuance;1995-09-22;74.0;23.0;;;11.0;25.0;36.0;;38.0;2450.86;26148.02
2054;2731;1;monthly issuance;1995-09-26;72.0;16.0;;;11.0;30.0;41.0;;31.0;9887.02;51709.85
2055;80;43;monthly issuance;1995-09-27;56.0;1.0;;15.0;10.0;19.0;29.0;;27.0;1543.88;16507.09
2056;3417;48;monthly issuance;1995-09-28;92.0;40.0;;;;37.0;37.0;;55.0;2257.48;26110.43
2057;169;4;monthly issuance;1995-09-28;73.0;17.0;;;10.0;31.0;41.0;;32.0;5354.23;42023.67
2058;4047;45;weekly issuance;1995-09-29;95.0;31.0;;;;50.0;41.0;9.0;45.0;14029.28;64449.5
2059;7487;4;monthly issuance;1995-10-01;74.0;20.0;1.0;;17.0;21.0;37.0;2.0;35.0;10461.35;37421.71
2060;992;22;monthly issuance;1995-10-01;105.0;20.0;;;44.0;26.0;70.0;;35.0;3355.27;28125.89
2061;331;65;monthly issuance;1995-10-02;67.0;1.0;;15.0;10.0;26.0;36.0;;31.0;2750.24;25246.06
2062;2835;73;monthly issuance;1995-10-03;72.0;29.0;;;;28.0;28.0;;44.0;2616.23;29487.73
2063;3677;1;monthly issuance;1995-10-04;66.0;1.0;;15.0;10.0;25.0;35.0;;31.0;1412.65;15464.75
2064;2565;74;monthly issuance;1995-10-04;65.0;22.0;;;;28.0;28.0;;37.0;2332.84;23203.82
2065;4190;62;monthly issuance;1995-10-04;;;;;;;;;;;
2066;3317;4;monthly issuance;1995-10-04;58.0;1.0;;15.0;11.0;16.0;27.0;;31.0;1343.12;17229.69
2067;1690;16;monthly issuance;1995-10-07;68.0;1.0;;15.0;11.0;26.0;37.0;;31.0;2630.39;27516.55
2068;1448;1;monthly issuance;1995-10-07;19.0;11.0;;;;5.0;5.0;;14.0;2471.45;18301.18
2069;521;9;monthly issuance;1995-10-08;117.0;34.0;;;13.0;55.0;61.0;7.0;49.0;15947.33;71650.92
2070;3132;56;monthly issuance;1995-10-08;95.0;20.0;;;31.0;29.0;60.0;;35.0;2372.94;24403.35
2071;3944;22;monthly issuance;1995-10-08;86.0;17.0;;;22.0;32.0;54.0;;32.0;6374.98;47609.92
2072;1427;17;monthly issuance;1995-10-08;67.0;18.0;;;10.0;25.0;35.0;;32.0;5491.59;39723.34
2073;1742;68;monthly issuance;1995-10-08;72.0;17.0;;;10.0;31.0;41.0;;31.0;9579.07;48224.86
2074;6400;31;issuance after transaction;1995-10-09;13.0;5.0;;;;4.0;4.0;;9.0;13997.22;45099.26
2075;3486;64;monthly issuance;1995-10-09;59.0;1.0;;15.0;11.0;17.0;28.0;;31.0;1732.78;23719.39
2076;4473;45;monthly issuance;1995-10-09;;;;;;;;;;;
2077;2965;6;monthly issuance;1995-10-10;57.0;1.0;;14.0;10.0;22.0;32.0;;25.0;2356.76;27835.46
2078;2301;22;monthly issuance;1995-10-10;69.0;17.0;1.0;;10.0;27.0;38.0;;31.0;8443.84;49629.3
2079;2674;50;monthly issuance;1995-10-10;71.0;23.0;;;;33.0;33.0;;38.0;2166.71;29035.87
2080;11;76;monthly issuance;1995-10-10;56.0;1.0;;15.0;11.0;14.0;25.0;;31.0;1404.15;20782.17
2081;8533;47;monthly issuance;1995-10-10;69.0;22.0;;;;31.0;31.0;;38.0;13503.13;72968.38
2082;1089;74;monthly issuance;1995-10-10;80.0;16.0;;;19.0;31.0;50.0;;30.0;4876.04;31061.64
2083;5063;43;monthly issuance;1995-10-11;73.0;18.0;;;;40.0;38.0;2.0;33.0;8212.9;36688.38
2084;1257;66;monthly issuance;1995-10-11;69.0;16.0;;;9.0;30.0;39.0;;30.0;7706.85;37738.05
2085;990;17;monthly issuance;1995-10-11;71.0;17.0;;;11.0;28.0;39.0;;32.0;8136.0;53118.81
2086;1581;39;monthly issuance;1995-10-12;71.0;22.0;;;10.0;24.0;34.0;;37.0;3915.94;38080.09
2087;2424;1;monthly issuance;1995-10-13;91.0;32.0;;;10.0;37.0;46.0;1.0;44.0;19053.2;77674.98
2088;917;56;monthly issuance;1995-10-13;74.0;21.0;;;10.0;28.0;38.0;;36.0;3261.87;31778.23
2089;2255;52;monthly issuance;1995-10-14;49.0;1.0;;14.0;9.0;15.0;24.0;;25.0;1523.69;13958.29
2090;11362;67;monthly issuance;1995-10-14;107.0;16.0;;;40.0;38.0;78.0;;29.0;4550.3;30869.78
2091;1796;18;monthly issuance;1995-10-14;83.0;15.0;;;20.0;34.0;54.0;;29.0;6885.97;50302.75
2092;2834;70;monthly issuance;1995-10-14;94.0;17.0;;;37.0;26.0;63.0;;31.0;5641.39;48651.72
2093;8114;59;monthly issuance;1995-10-14;;;;;;;;;;;
2094;260;24;monthly issuance;1995-10-14;70.0;20.0;;;10.0;26.0;36.0;;34.0;3611.03;30355.37
2095;1749;64;monthly issuance;1995-10-14;74.0;1.0;;14.0;10.0;35.0;40.0;5.0;29.0;18818.07;59287.97
2096;4650;4;monthly issuance;1995-10-15;54.0;20.0;;;11.0;14.0;25.0;;29.0;3029.89;21568.94
2097;336;62;monthly issuance;1995-10-16;70.0;16.0;;;10.0;30.0;40.0;;30.0;7788.73;38019.62
2098;308;61;monthly issuance;1995-10-16;15.0;11.0;;;;4.0;4.0;;11.0;2760.0;23466.67
2099;319;47;weekly issuance;1995-10-17;;;;;;;;;;;
2100;762;76;monthly issuance;1995-10-18;57.0;1.0;;14.0;9.0;22.0;31.0;;26.0;2605.92;19410.27
2101;1142;74;monthly issuance;1995-10-19;65.0;5.0;;14.0;9.0;23.0;32.0;;33.0;1506.85;17130.24
2102;3200;17;issuance after transaction;1995-10-20;31.0;9.0;;;;8.0;8.0;;23.0;2277.32;22024.11
2103;3646;63;weekly issuance;1995-10-20;96.0;24.0;;;22.0;36.0;54.0;4.0;38.0;10686.24;57024.46
2104;1206;70;monthly issuance;1995-10-21;57.0;1.0;;14.0;10.0;21.0;31.0;;26.0;2424.4;20237.67
2105;501;13;monthly issuance;1995-10-21;56.0;13.0;;;;32.0;32.0;;24.0;7310.24;41729.62
2106;2235;45;monthly issuance;1995-10-22;66.0;16.0;;;10.0;26.0;36.0;;30.0;4378.99;26748.94
2107;2487;42;monthly issuance;1995-10-22;99.0;21.0;;;40.0;24.0;64.0;;35.0;1653.01;22715.51
2108;10762;1;monthly issuance;1995-10-23;53.0;14.0;;;6.0;23.0;29.0;;24.0;7828.98;37557.05
2109;3131;21;monthly issuance;1995-10-23;71.0;2.0;;14.0;10.0;31.0;36.0;5.0;30.0;8934.82;33213.96
2110;10520;55;issuance after transaction;1995-10-24;34.0;8.0;4.0;;;9.0;13.0;;21.0;8159.97;43196.74
2111;2515;64;monthly issuance;1995-10-24;21.0;9.0;;;;6.0;6.0;;15.0;5906.3;30350.49
2112;2727;1;monthly issuance;1995-10-25;60.0;16.0;;;;30.0;30.0;;30.0;7118.16;37644.94
2113;1756;38;monthly issuance;1995-10-26;66.0;16.0;;;9.0;27.0;36.0;;30.0;8089.05;45402.2
2114;2500;61;monthly issuance;1995-10-26;27.0;9.0;;;;7.0;7.0;;20.0;4101.59;25127.85
2115;1426;40;monthly issuance;1995-10-27;52.0;1.0;;14.0;10.0;17.0;27.0;;25.0;1894.98;15261.73
2116;602;43;monthly issuance;1995-10-27;64.0;17.0;;;10.0;23.0;33.0;;31.0;2486.23;18190.36
2117;3637;53;monthly issuance;1995-10-28;;;;;;;;;;;
2118;2481;1;monthly issuance;1995-10-28;15.0;9.0;;;;6.0;6.0;;9.0;2913.33;22566.67
2119;3080;57;monthly issuance;1995-10-29;57.0;1.0;;14.0;9.0;22.0;31.0;;26.0;2557.94;16394.41
2120;2621;55;monthly issuance;1995-10-29;63.0;17.0;;;9.0;23.0;32.0;;31.0;2321.62;20379.67
2121;1238;1;monthly issuance;1995-10-29;58.0;1.0;;14.0;9.0;24.0;33.0;;25.0;2550.26;25301.84
2122;10710;19;monthly issuance;1995-10-30;48.0;11.0;;;;19.0;18.0;1.0;29.0;9501.16;51949.61
2123;2871;52;monthly issuance;1995-10-30;56.0;1.0;;14.0;9.0;22.0;31.0;;25.0;2878.9;26685.19
2124;1403;17;monthly issuance;1995-11-02;68.0;16.0;;;9.0;29.0;38.0;;30.0;6628.82;37500.28
2125;1629;10;monthly issuance;1995-11-02;59.0;1.0;;14.0;10.0;20.0;30.0;;29.0;2227.1;20070.63
2126;9353;59;monthly issuance;1995-11-03;;;;;;;;;;;
2127;820;74;monthly issuance;1995-11-04;73.0;17.0;;;18.0;24.0;42.0;;31.0;4400.28;38374.88
2128;3384;14;monthly issuance;1995-11-05;57.0;1.0;;14.0;10.0;18.0;28.0;;29.0;2412.7;33096.17
2129;257;11;monthly issuance;1995-11-05;38.0;9.0;;;1.0;14.0;15.0;;23.0;8943.04;37715.18
2130;479;1;monthly issuance;1995-11-05;48.0;1.0;;13.0;9.0;16.0;25.0;;23.0;1410.5;14348.97
2131;3764;69;monthly issuance;1995-11-05;68.0;8.0;;14.0;10.0;22.0;32.0;;36.0;1935.71;31348.56
2132;155;58;monthly issuance;1995-11-07;67.0;22.0;;;9.0;22.0;31.0;;36.0;2320.61;26712.07
2133;3945;50;monthly issuance;1995-11-07;16.0;10.0;;;;5.0;5.0;;11.0;2456.49;24131.74
2134;2157;77;monthly issuance;1995-11-08;64.0;16.0;;;9.0;25.0;34.0;;30.0;6402.6;31002.39
2135;2051;64;weekly issuance;1995-11-08;;;;;;;;;;;
2136;3061;76;monthly issuance;1995-11-08;53.0;1.0;;14.0;10.0;14.0;24.0;;29.0;1252.65;15372.8
2137;3111;60;monthly issuance;1995-11-08;65.0;16.0;;;9.0;26.0;35.0;;30.0;8178.48;45935.24
2138;1691;48;monthly issuance;1995-11-08;62.0;1.0;;14.0;18.0;15.0;33.0;;29.0;1025.81;15183.56
2139;1044;14;monthly issuance;1995-11-09;74.0;14.0;;;18.0;29.0;47.0;;27.0;5327.35;38107.07
2140;1945;56;monthly issuance;1995-11-09;53.0;15.0;;;;25.0;25.0;;28.0;8103.41;48742.38
2141;9790;52;monthly issuance;1995-11-09;79.0;15.0;;;24.0;32.0;51.0;5.0;23.0;9939.87;46772.32
2142;9928;60;monthly issuance;1995-11-09;44.0;11.0;;;5.0;19.0;24.0;;20.0;4646.67;40005.48
2143;2580;60;monthly issuance;1995-11-09;44.0;11.0;;;5.0;19.0;24.0;;20.0;4662.47;39644.76
2144;1599;57;monthly issuance;1995-11-10;70.0;14.0;;;17.0;26.0;43.0;;27.0;9508.42;48112.67
2145;11079;16;monthly issuance;1995-11-10;;;;;;;;;;;
2146;968;74;monthly issuance;1995-11-11;67.0;17.0;;;9.0;28.0;37.0;;30.0;4641.23;26562.99
2147;810;46;monthly issuance;1995-11-11;60.0;1.0;;14.0;9.0;22.0;31.0;;29.0;1897.87;22222.36
2148;1760;53;monthly issuance;1995-11-11;57.0;1.0;;13.0;18.0;16.0;34.0;;23.0;1655.93;26915.05
2149;2550;67;monthly issuance;1995-11-11;90.0;17.0;;;35.0;25.0;60.0;;30.0;4584.34;36162.93
2150;3572;65;monthly issuance;1995-11-12;60.0;1.0;;14.0;9.0;22.0;31.0;;29.0;2561.05;22654.98
2151;1030;57;monthly issuance;1995-11-12;64.0;1.0;;13.0;17.0;23.0;40.0;;24.0;2218.93;23598.78
2152;487;40;monthly issuance;1995-11-14;66.0;16.0;;;9.0;27.0;34.0;2.0;30.0;11055.31;36860.84
2153;3767;1;monthly issuance;1995-11-15;71.0;16.0;;;17.0;25.0;42.0;;29.0;4251.31;36289.1
2154;348;25;monthly issuance;1995-11-15;52.0;15.0;;;;24.0;24.0;;28.0;9532.67;43454.85
2155;1867;52;monthly issuance;1995-11-15;54.0;14.0;;;;27.0;27.0;;27.0;12014.08;53241.05
2156;2516;6;monthly issuance;1995-11-16;;;;;;;;;;;
2157;3303;1;monthly issuance;1995-11-17;55.0;14.0;;;;28.0;28.0;;27.0;9576.42;46180.31
2158;933;21;monthly issuance;1995-11-18;55.0;1.0;;13.0;8.0;23.0;31.0;;24.0;2625.35;29948.86
2159;3229;64;monthly issuance;1995-11-18;;;;;;;;;;;
2160;1700;64;monthly issuance;1995-11-18;63.0;14.0;;;8.0;28.0;36.0;;27.0;9759.61;44482.47
2161;2836;42;monthly issuance;1995-11-18;64.0;15.0;1.0;;9.0;26.0;36.0;;28.0;7975.69;45106.88
2162;338;49;monthly issuance;1995-11-18;59.0;5.0;;13.0;8.0;20.0;28.0;;31.0;1880.77;17391.12
2163;3148;33;monthly issuance;1995-11-19;64.0;7.0;;13.0;9.0;22.0;31.0;;33.0;1834.38;26242.13
2164;1357;56;monthly issuance;1995-11-20;62.0;8.0;;13.0;9.0;19.0;28.0;;34.0;1752.38;28284.93
2165;3772;7;monthly issuance;1995-11-20;66.0;14.0;;;9.0;30.0;39.0;;27.0;9765.26;45177.16
2166;486;33;monthly issuance;1995-11-21;57.0;21.0;4.0;;;19.0;23.0;;34.0;2587.94;30920.15
2167;1395;1;monthly issuance;1995-11-21;62.0;18.0;;;8.0;23.0;31.0;;31.0;2401.0;21082.33
2168;1341;36;monthly issuance;1995-11-21;48.0;1.0;;13.0;8.0;17.0;25.0;;23.0;1376.58;16316.85
2169;9017;70;monthly issuance;1995-11-22;18.0;2.0;;4.0;;3.0;3.0;;15.0;4932.62;28124.93
2170;10411;39;issuance after transaction;1995-11-23;65.0;13.0;;;24.0;16.0;40.0;;25.0;5789.86;28359.26
2171;2783;43;monthly issuance;1995-11-23;73.0;37.0;;;;23.0;23.0;;50.0;2248.03;27173.36
2172;2015;68;monthly issuance;1995-11-25;61.0;16.0;;;9.0;23.0;32.0;;29.0;3176.37;26868.37
2173;2341;33;monthly issuance;1995-11-25;55.0;1.0;;13.0;16.0;16.0;32.0;;23.0;1169.14;15285.94
2174;565;39;monthly issuance;1995-11-25;44.0;1.0;;13.0;9.0;12.0;21.0;;23.0;2434.36;28179.08
2175;337;17;monthly issuance;1995-11-25;63.0;16.0;;;;34.0;30.0;4.0;29.0;10806.83;41055.61
2176;3780;44;monthly issuance;1995-11-25;65.0;1.0;;13.0;18.0;22.0;40.0;;25.0;2338.16;18479.62
2177;557;1;monthly issuance;1995-11-26;48.0;1.0;;13.0;9.0;16.0;25.0;;23.0;1383.78;14143.75
2178;3490;48;monthly issuance;1995-11-26;14.0;8.0;;;;6.0;6.0;;8.0;2764.29;17742.86
2179;3973;20;monthly issuance;1995-11-27;60.0;15.0;;;8.0;24.0;32.0;;28.0;4896.12;23495.49
2180;2043;46;monthly issuance;1995-11-27;63.0;16.0;;;9.0;25.0;34.0;;29.0;2975.3;24203.27
2181;2003;32;monthly issuance;1995-11-27;59.0;1.0;;13.0;;32.0;30.0;2.0;27.0;22025.19;69027.74
2182;728;60;monthly issuance;1995-11-28;69.0;16.0;;;16.0;24.0;40.0;;29.0;3149.3;25083.55
2183;3970;24;monthly issuance;1995-11-28;70.0;1.0;1.0;13.0;8.0;34.0;36.0;7.0;27.0;15050.0;47234.12
2184;8169;29;monthly issuance;1995-11-28;;;;;;;;;;;
2185;452;63;monthly issuance;1995-11-29;67.0;16.0;;;14.0;24.0;38.0;;29.0;9860.78;52043.38
2186;3783;40;monthly issuance;1995-11-29;64.0;17.0;;;8.0;26.0;34.0;;30.0;4139.24;29657.12
2187;3189;29;monthly issuance;1995-11-29;59.0;16.0;;;;31.0;30.0;1.0;28.0;11725.49;55230.44
2188;3689;8;monthly issuance;1995-11-29;50.0;12.0;;;;25.0;20.0;5.0;25.0;7825.14;31893.0
2189;2803;58;monthly issuance;1995-12-01;74.0;24.0;;;;37.0;33.0;4.0;37.0;15424.19;65605.76
2190;1901;15;monthly issuance;1995-12-01;63.0;14.0;;;9.0;27.0;36.0;;27.0;8074.19;36587.92
2191;3525;70;monthly issuance;1995-12-01;62.0;17.0;;;9.0;23.0;32.0;;30.0;2448.24;20274.54
2192;3320;1;monthly issuance;1995-12-01;51.0;1.0;;13.0;9.0;15.0;24.0;;27.0;1247.21;16203.23
2193;2851;17;monthly issuance;1995-12-02;78.0;34.0;;;;31.0;31.0;;47.0;4089.23;41623.67
2194;2309;18;monthly issuance;1995-12-03;64.0;14.0;;;9.0;28.0;37.0;;27.0;7174.58;35714.09
2195;2437;1;monthly issuance;1995-12-04;57.0;1.0;;13.0;16.0;14.0;30.0;;27.0;1042.96;15350.9
2196;1825;3;monthly issuance;1995-12-05;72.0;16.0;;;18.0;25.0;43.0;;29.0;3146.72;32490.14
2197;253;46;monthly issuance;1995-12-05;55.0;14.0;;;;28.0;28.0;;27.0;10961.27;49458.56
2198;474;61;monthly issuance;1995-12-06;70.0;5.0;;13.0;16.0;23.0;39.0;;31.0;1568.66;22204.87
2199;633;57;monthly issuance;1995-12-06;48.0;1.0;;13.0;8.0;13.0;21.0;;27.0;2319.37;17947.31
2200;2374;1;monthly issuance;1995-12-07;55.0;1.0;;13.0;9.0;19.0;28.0;;27.0;1494.11;14442.89
2201;1104;39;monthly issuance;1995-12-07;59.0;14.0;;;8.0;25.0;33.0;;26.0;6622.14;37870.58
2202;2692;28;monthly issuance;1995-12-08;52.0;1.0;;13.0;9.0;16.0;25.0;;27.0;2386.29;25396.29
2203;6927;74;weekly issuance;1995-12-08;54.0;13.0;;;;28.0;25.0;3.0;26.0;8983.91;39589.74
2204;924;11;monthly issuance;1995-12-09;69.0;5.0;;13.0;17.0;21.0;38.0;;31.0;1597.09;17265.72
2205;3305;13;monthly issuance;1995-12-09;66.0;1.0;;13.0;16.0;23.0;39.0;;27.0;2423.33;18976.73
2206;2237;26;monthly issuance;1995-12-13;73.0;14.0;;;24.0;23.0;47.0;;26.0;5976.73;38707.35
2207;1917;73;monthly issuance;1995-12-13;45.0;1.0;;12.0;8.0;16.0;24.0;;21.0;1991.28;18702.44
2208;1685;28;monthly issuance;1995-12-13;48.0;10.0;3.0;;4.0;18.0;22.0;3.0;23.0;11353.43;40020.1
2209;791;49;monthly issuance;1995-12-14;45.0;1.0;;12.0;8.0;16.0;24.0;;21.0;2182.94;20255.88
2210;3858;2;monthly issuance;1995-12-14;56.0;23.0;;;;21.0;21.0;;35.0;1720.56;22832.75
2211;5001;53;monthly issuance;1995-12-15;82.0;27.0;;;6.0;39.0;41.0;4.0;37.0;17234.72;76232.7
2212;1469;67;monthly issuance;1995-12-15;49.0;1.0;;12.0;8.0;19.0;27.0;;22.0;2784.61;21507.24
2213;3476;3;monthly issuance;1995-12-16;64.0;14.0;5.0;;15.0;18.0;38.0;;26.0;4734.72;37482.66
2214;8039;9;monthly issuance;1995-12-17;55.0;11.0;;;15.0;19.0;34.0;;21.0;7856.41;40078.71
2215;3205;1;monthly issuance;1995-12-17;48.0;1.0;;12.0;7.0;20.0;27.0;;21.0;1774.83;19176.84
2216;5477;57;monthly issuance;1995-12-17;;;;;;;;;;;
2217;1212;70;monthly issuance;1995-12-18;49.0;1.0;;12.0;8.0;20.0;28.0;;21.0;3200.2;21542.96
2218;2095;56;monthly issuance;1995-12-19;51.0;14.0;;;;25.0;25.0;;26.0;9468.04;39932.95
2219;1137;60;monthly issuance;1995-12-19;46.0;1.0;;12.0;7.0;18.0;25.0;;21.0;1386.34;15869.36
2220;2570;1;monthly issuance;1995-12-19;45.0;1.0;;12.0;7.0;17.0;24.0;;21.0;1310.98;13931.87
2221;3092;46;monthly issuance;1995-12-20;50.0;1.0;;12.0;8.0;21.0;29.0;;21.0;2337.34;20347.06
2222;5661;53;monthly issuance;1995-12-20;53.0;14.0;;;;26.0;23.0;3.0;27.0;11813.15;30550.25
2223;809;36;monthly issuance;1995-12-20;54.0;13.0;;;7.0;23.0;30.0;;24.0;9008.96;29734.62
2224;522;17;monthly issuance;1995-12-20;68.0;16.0;;;16.0;24.0;40.0;;28.0;4007.01;31189.4
2225;2630;64;monthly issuance;1995-12-21;51.0;14.0;;;;25.0;25.0;;26.0;9652.49;33319.34
2226;957;70;monthly issuance;1995-12-22;61.0;8.0;;12.0;8.0;21.0;29.0;;32.0;1509.91;18459.17
2227;1682;49;monthly issuance;1995-12-22;53.0;22.0;;;;19.0;19.0;;34.0;2334.57;26217.91
2228;3587;64;monthly issuance;1995-12-24;69.0;4.0;;12.0;15.0;26.0;41.0;;28.0;1386.44;18336.23
2229;4269;26;monthly issuance;1995-12-24;64.0;21.0;;;;31.0;25.0;6.0;33.0;14107.11;51510.08
2230;3338;25;monthly issuance;1995-12-24;55.0;14.0;;;7.0;22.0;29.0;;26.0;6380.11;25106.48
2231;3655;1;monthly issuance;1995-12-24;74.0;14.0;;;22.0;26.0;48.0;;26.0;5212.94;35946.52
2232;84;44;issuance after transaction;1995-12-25;68.0;21.0;;;9.0;26.0;34.0;1.0;33.0;14527.97;60193.21
2233;4439;30;monthly issuance;1995-12-25;49.0;17.0;;;;20.0;20.0;;29.0;2534.87;25528.99
2234;4462;73;weekly issuance;1995-12-27;10.0;4.0;;;;3.0;3.0;;7.0;13609.12;34798.28
2235;3814;74;monthly issuance;1995-12-27;13.0;10.0;;;;3.0;3.0;;10.0;2561.54;19407.69
2236;2780;63;monthly issuance;1995-12-29;51.0;14.0;;;;25.0;25.0;;26.0;6724.24;35986.06
2237;3273;74;monthly issuance;1995-12-29;;;;;;;;;;;
2238;3559;18;monthly issuance;1995-12-30;56.0;14.0;;;7.0;23.0;30.0;;26.0;6065.85;33162.75
2239;3968;36;monthly issuance;1996-01-01;51.0;13.0;;;;26.0;26.0;;25.0;8126.21;41149.26
2240;2159;1;monthly issuance;1996-01-01;68.0;14.0;;;16.0;26.0;42.0;;26.0;8333.98;45388.05
2241;849;1;monthly issuance;1996-01-01;34.0;10.0;;;;12.0;11.0;1.0;22.0;7919.77;27907.6
2242;2288;69;monthly issuance;1996-01-01;55.0;14.0;;;7.0;22.0;29.0;;26.0;9119.04;51271.49
2243;3051;9;monthly issuance;1996-01-01;105.0;27.0;;;30.0;36.0;64.0;2.0;39.0;12866.05;77482.8
2244;946;21;monthly issuance;1996-01-01;50.0;14.0;;;;24.0;24.0;;26.0;8347.66;46610.33
2245;2075;33;monthly issuance;1996-01-01;61.0;1.0;;12.0;24.0;12.0;36.0;;25.0;1042.27;17411.97
2246;8931;63;weekly issuance;1996-01-01;;;;;;;;;;;
2247;9225;11;monthly issuance;1996-01-01;;;;;;;;;;;
2248;3278;4;monthly issuance;1996-01-02;50.0;14.0;;;;24.0;24.0;;26.0;10355.41;48778.97
2249;2811;4;monthly issuance;1996-01-02;61.0;20.0;;;6.0;23.0;26.0;3.0;32.0;15227.84;55792.55
2250;1670;12;monthly issuance;1996-01-02;56.0;1.0;;12.0;15.0;16.0;31.0;;25.0;1449.38;16145.42
2251;275;29;monthly issuance;1996-01-02;53.0;1.0;;12.0;14.0;14.0;28.0;;25.0;1169.24;17094.58
2252;1455;66;monthly issuance;1996-01-03;50.0;16.0;;;;22.0;22.0;;28.0;3474.73;31295.1
2253;1311;60;monthly issuance;1996-01-03;58.0;14.0;;;8.0;24.0;32.0;;26.0;6407.27;26265.53
2254;6678;54;monthly issuance;1996-01-03;;;;;;;;;;;
2255;145;31;monthly issuance;1996-01-03;58.0;19.0;;;8.0;19.0;27.0;;31.0;3127.23;30562.95
2256;312;41;monthly issuance;1996-01-03;56.0;14.0;;;8.0;22.0;30.0;;26.0;5361.09;33989.37
2257;2233;43;monthly issuance;1996-01-03;50.0;1.0;;12.0;7.0;18.0;25.0;;25.0;2416.25;20885.24
2258;3530;34;monthly issuance;1996-01-03;53.0;1.0;;12.0;7.0;21.0;28.0;;25.0;2546.11;20581.02
2259;7828;36;monthly issuance;1996-01-05;65.0;19.0;;;;24.0;24.0;;41.0;3145.75;25673.69
2260;9024;1;monthly issuance;1996-01-05;53.0;11.0;;;4.0;20.0;24.0;;29.0;5188.34;32646.85
2261;1711;63;monthly issuance;1996-01-05;73.0;7.0;;12.0;23.0;19.0;42.0;;31.0;1403.15;22712.71
2262;2223;44;monthly issuance;1996-01-05;51.0;1.0;;12.0;8.0;18.0;26.0;;25.0;1860.37;16212.34
2263;646;51;monthly issuance;1996-01-06;56.0;15.0;;;7.0;22.0;29.0;;27.0;4241.34;31230.55
2264;2548;57;monthly issuance;1996-01-06;48.0;18.0;;;;18.0;18.0;;30.0;3039.8;27619.72
2265;2567;17;monthly issuance;1996-01-07;56.0;5.0;;12.0;7.0;20.0;27.0;;29.0;1883.93;21471.67
2266;2153;31;weekly issuance;1996-01-07;71.0;1.0;;11.0;20.0;29.0;45.0;4.0;22.0;9739.4;32967.71
2267;1243;1;monthly issuance;1996-01-07;18.0;7.0;;;;6.0;6.0;;12.0;9182.21;37333.14
2268;3238;47;monthly issuance;1996-01-07;60.0;12.0;;;14.0;23.0;37.0;;23.0;8116.96;39752.2
2269;954;74;monthly issuance;1996-01-08;68.0;18.0;;;21.0;17.0;38.0;;30.0;1981.87;29154.07
2270;9633;70;monthly issuance;1996-01-08;;;;;;;;;;;
2271;2716;66;monthly issuance;1996-01-08;64.0;14.0;1.0;;16.0;21.0;38.0;;26.0;7730.97;45947.49
2272;1580;69;monthly issuance;1996-01-08;;;;;;;;;;;
2273;1483;10;monthly issuance;1996-01-09;61.0;16.0;;;14.0;19.0;33.0;;28.0;2905.4;25488.67
2274;1263;30;weekly issuance;1996-01-09;71.0;25.0;;;;34.0;34.0;;37.0;16826.54;74252.4
2275;3966;42;monthly issuance;1996-01-09;49.0;1.0;;12.0;7.0;17.0;24.0;;25.0;1800.12;20157.27
2276;3937;76;monthly issuance;1996-01-10;44.0;1.0;;12.0;7.0;12.0;19.0;;25.0;2468.43;16968.47
2277;1591;65;monthly issuance;1996-01-10;14.0;12.0;;;;1.0;1.0;;13.0;6142.75;31617.89
